GRB,GRB_key,T90,z,T90_corr,z_status,z_source,z_raw,BAT_fluence,Time [UT],Trigger Number,Other Observatory Detections,z_method,z_uncertainty,z_ref,z_swift_raw,z_redshift_raw
201104B,201104B,8.66,1.954,2.9316181448882874,accepted,redshift_list,1.954,18.0,17:33:46,1004168,"VLT, TSHAO Zeiss-1000 (1m), Kitab-ISON RC-36, DFOT (1.3m), MITSuME (50cm), Maidanak, CrAO",ba,N/A,Vielfaure et al. GCN Circ. 28840 (VLT/X-shooter),1.954 (VLT: absorption & emission),1.954
070419B,070419B,236.4,1.9588,79.89725564418008,accepted,redshift_list,1.9588,73.6,10:44:06,276212,"B&C Telescope (0.6m), ANU (1m), Suzaku",he,N/A,"""Kruehler, T. et al. ApJ, 758, 46 (2012)""",,1.9588
160121A,160121A,12.0,1.96,4.054054054054054,review_numeric,redshift_list,1.960(?),6.1,13:50:37,671231,"MOA-II (1.8m), Zeiss-1000 (1m), MPG (2.2m), HJT (1.5m), GTC (10.4m)",ha,N/A,'Sanchez-Ramirez et al. GCN Circ. 18925 (GTC)',1.960 (GTC: absorption),1.960(?)
150915A,150915A,164.7,1.968,55.49191374663072,accepted,redshift_list,1.968,8.0,21:18:24,655721,"MPG (2.2m), VLT, NOT",ba,N/A,'D'Elia et al. GCN Circ. 18318 (VLT/X-shooter)',1.968 (VLT: absorption),1.968
170113A,170113A,20.66,1.968,6.960916442048518,accepted,redshift_list,1.968,6.7,10:04:05,732526,"LCO (1m), Fermi (GBM), MPG (2.2m), VLT",ba,N/A,Xu et al. GCN Circ. 20458,1.968 (VLT: absorption),1.968
081008,081008,185.5,1.9683,62.49368325304046,accepted,redshift_list,1.9683,43.0,19:58:09,331093,"ROTSE-IIIc, VLT, Gemini-South, CTIO (1.3m)",ba,N/A,"""Cucchiara A. et al. GCN Circ. 8346; D'Avanzo P. et al. GCN Circ. 8350; *D'Elia V. et al. MSAIS 21 206 (2012)""",1.9685 (VLT: absorption)|1.967 (Gemini-South: absorption),1.9683
070224,070224,34.5,1.99,11.538461538461538,accepted,redshift_list,1.99,3.05,20:27:58,261880,"NOT, Gemini South, MDM, WHT, Magellan",he,N/A,"""KrÃ¼hler et al. A&A 581 A125 (2015); *Schulze et al. ApJ 808 73 (2015)""",,1.99
180329B,180329B,210.0,1.998,70.04669779853235,accepted,redshift_list,1.998,33.0,14:08:23,819490,"NOT, HJT (1.5m), VLT, Faulks South (2m)",ba,N/A,Izzo et al. GCN Circ. 22567 (VLT/X-shooter),1.998 (VLT: absorption),1.998
130612A,130612A,4.0,2.006,1.3306719893546242,accepted,redshift_list,2.006,2.3,03:22:22,557976,"Liverpool (2m), PAIRITEL (1.3m), PROMPT (16""), NOT (2.5m), Palomar (60""), HJT (1.5m), Sierra Nevada (1.5m), VLT, TAROT (25cm), ISON-NM (0.45m), iTelescope T21 (0.43m), Fermi (GBM)",ba,N/A,"""Tanvir N.R. et al. GCN Circ. 14882""",2.006 (VLT: absorption),2.006
170705A,170705A,217.3,2.01,72.19269102990035,accepted,redshift_list,2.010,95.0,02:45:47,760064,"MASTER-OAFA, HJT (1.5m), Fermi (GBM), GTC (10.4m), Konus-Wind, ISON/Terskol (0.8m), Insight-HXMT, KAIT (0.76m), TShAO Zeiss-1000 (1m), Astrosat CZTI",ba,N/A,de Ugarte Postigo et al. GCN Circ. 21298,2.010 (GTC: absorption),2.010
161017A,161017A,216.3,2.013,71.78891470295387,accepted,redshift_list,2.013,53.0,17:51:51,718023,"MASTER II, Fermi (GBM), GTC (10.4), TNG (3.6m), LCOGT (1m), MITSuME (50cm), Lomonosov BDRG, MASTER, SARA-RM (1.0m), Liverpool (2m), NOEMA @ 93 and 133 GHz, Konus-Wind",ba,N/A,de Ugarte Postigo et al. GCN Circ. 20069 (GTC); Castro-Tirado et al. GCN Circ. 20077 (GTC); D'Avanzo et al. GCN Circ. 20078 (TNG),2.0127 (GTC: absorption)|2.01 (TNG: absorption),2.013
060108,060108,14.3,2.03,4.71947194719472,accepted,redshift_list,2.03,3.69,14:39:12,176453,"Suzaku, VLT, Faulkes North (2m), UKIRT",bp,0.67 N/A,"""Melandri A. et al. GCN Circ. 4539""",2.03 (Liverpool: photometric),2.03
081230,081230,60.7,2.03,20.033003300330034,accepted,redshift_list,2.03,8.2,20:36:12,338633,"ROTSE-IIIc, ESO/MPI (2.2m)",bp,+0.16 -0.14,"""Kruehler T. et al. A&A 526 A153 (2011)""",,2.03
070611,070611,12.2,2.0394,4.013950121734553,accepted,redshift_list,2.0394,3.91,01:57:14,282003,"ROTSE-III, VLT, Watcher (40cm)",ba,N/A,"""Thoene C.C. et al. GCN Circ. 6499; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.04 (VLT),2.0394
081203A,081203A,294.0,2.05,96.39344262295083,accepted,redshift_list,2.05,77.0,13:57:11,336489,"Mt. Terskol (Z-600), Stara Lesna (0.5m), Konus-Wind, Skynet (14"" GORT), Xinglong TNT, MITSuME (50cm), Murikabushi Telescope (105cm), CrAO (AZT-11), SAO RAS (6m)",ba,N/A,"""Landsman W. et al. GCN Circ. 8601; *Kuin N.P.M. et al. MNRAS 395 L21 (2009)""",2.1 (UVOT: absorption),2.05
070328,070328,75.3,2.06,24.6078431372549,accepted,redshift_list,2.06,90.6,03:53:53,272773,"Konus-Wind, Suzaku",he,N/A,"""KrÃ¼hler et al. A&A 581 A125 (2015); *Schulze et al. ApJ 808 73 (2015)""",,2.06
150403A,150403A,40.9,2.06,13.366013071895424,accepted,redshift_list,2.06,170.0,21:54:16,637044,"Fermi (LAT & GBM), VLT, Konus-Wind, MASTER II",ba,N/A,"""Pugliese et al. GCN Circ. 17672 (VLT/X-shooter)""",2.06 (VLT: absorption),2.06
210504A,210504A,135.06,2.077,43.893402664933376,accepted,redshift_list,2.077,27.0,13:54:53,1046782,"NOT, VLT, Lowell Discovery Telescope (4.3m), LCO (1m)",ba,N/A,Xu et al. GCN Circ. 29944 (VLT/X-shooter),2.077 (VLT: absorption),2.077
080207,080207,340.0,2.0858,110.18212457061378,accepted,redshift_list,2.0858,61.0,21:30:21,302728,,he,N/A,"""Kruehler T. et al. ApJ 758 46 (2012)""",2.0858 (TOUGH: emission),2.0858
070521,070521,37.9,2.0865,12.279280738700793,accepted,redshift_list,2.0865,80.1,06:51:11,279935,"Subaru, Gemini North, Keck I, Konus-Wind",he,N/A,"""Perley D.A. et al. AJ 138 1690 (2009); Perley D.A. et al. ApJ 778 128 (2013); *KrÃ¼hler et al. A&A 581 A125 (2015)""",0.553 (Subaru: emission),2.0865
150206A,150206A,83.2,2.087,26.95173307418205,accepted,redshift_list,2.087,139.0,14:30:02,630019,"MAXI, MPG (2.2m), VLT, Konus-Wind",ba,N/A,"""de Ugarte Postigo et al. GCN 17198 (VLT/x-shooter)""",2.087 (VLT: absorption),2.087
061222A,061222A,71.4,2.088,23.12176165803109,accepted,redshift_list,2.088,79.9,03:28:52,252588,"Gemini-North, Konus-Wind, VLA @ 8.46 GHz",he,N/A,"""Perley D.A. et al. AJ 138 1690 (2009)""",2.088 (Perley),2.088
130610A,130610A,46.4,2.092,15.00646830530401,accepted,redshift_list,2.092,25.0,03:12:13,557845,"Liverpool (2m), PROMPT (16""), PAIRITEL (1.3m), Palomar (60""), VLT, Mt. Lemmon (1m), Fermi (GBM), ISON-NM (0.45m), iTelescope T21 (0.43m), CrAO, TAROT (25cm)",ba,N/A,"""Smette A. et al. GCN Circ. 14848""",2.092 (VLT: absorption),2.092
090201,090201,83.0,2.1,26.774193548387096,accepted,redshift_list,2.1,300.0,17:47:02,341749,"VLT, Konus-Wind",he,N/A,"""KrÃ¼hler et al. A&A 581 A125 (2015)""",,2.1
060512,060512,8.5,2.1,2.7419354838709675,accepted,redshift_list,2.1,2.32,23:13:21,209755,"Liverpool (2m), TNG (3.6m), Palomar (60""), ARC (3.5m), Kuiper (1.54m), Subaru (8.2m), VLT, TAROT (25cm), Keck I, NOT",ba,N/A,"""Starling R. et al. GCN Circ. 5149; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.4428 (Keck I: emission),2.1
121209A,121209A,42.7,2.1,13.774193548387098,accepted,redshift_list,2.1,29.0,21:59:11,540964,"MPG/ESO (2.2m), MAXI/GSC","""Host Balmer break""",+0.3 -0.3,"""KrÃ¼hler et al. A&A 581 A125 (2015)""",,2.1
100728B,100728B,12.1,2.106,3.895685769478429,accepted,redshift_list,2.106,17.0,10:31:55,430172,"KAIT, Lick (1.0m), PROMPT (16""), ISON-NM Observatory (0.45m), MPI/ESO (2.2m), Fermi (GBM), NOT, VLT",ba,N/A,"""Flores H. et al. GCN Circ. 11317""",~2.8 (UVOT: photometric)|2.106 (VLT: absorption),2.106
080906,080906,147.0,2.13,46.96485623003195,accepted,redshift_list,2.13,35.0,13:33:16,323984,ESO/MPI (2.2m),bp,+0.14 -0.20,"""Holland S. GCN Circ. 8212; *Kruehler T. et al. A&A 526 A153 (2011)""",2.0 (UVOT: photometric),2.13
060604,060604,95.0,2.1357,30.296265586631375,accepted,redshift_list,2.1357,4.02,18:19:00,213486,"WHT, NOT (2.5m), VATT",he,N/A,"""Kruehler T. et al. ApJ 758 46 (2012)""",2.1357 (TOUGH: emission),2.1357
071020,071020,4.2,2.1462,1.3349437416566017,accepted,redshift_list,2.1462,23.0,07:02:26,294835,"ROTSE-IIIb, VLT, PAIRITEL (1.3m), TNT (0.8m), Mt. Lemmon (1.0m), Konus-Wind, VLA @ 8.46 GHz, SARA (0.9m), Taurus Hill Observatory (0.3m), BTA (6.0m), MITSuME (50cm), CrAO (AZT-8)",ba,N/A,"""Jakobsson P. et al. GCN Circ. 6952; Fatkhullin T.A. et al. GCN Circ. 6984; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",>2.145 (VLT: absorption)|2.142 (BTA: absorption),2.1462
250129A,250129A,262.25,2.151,83.22754681053634,accepted,redshift_list,2.151,50.0,04:45:09,1285812,"MASTER-OAFA, VLT, GOTO, NOT, LCO (1m), LCOGT (0.4m), OHP/T193, REM (60cm), KAIT (0.76m), Skynet, GRANDMA/TAROT, AKO (0.36m), TNG (3.6m), Liverpool (2m), iTelescope, COLIBRÃ, Konkoly (RC80), SAO RAS (1m), Calapai Observatory (11""), DFOT (1.3m), Konus-Wind, SVOM/C-GFT, 7-Dimensional Telescopes, AbAO AS-32 (0.7m), Mondy AZT-33IK (1.5m), ABObservatory (30cm)",ba,N/A,Schneider et al. GCN Circ. 39071 (VLT/X-shooter); Izzo et al. GCN Circ. 39073 (NOT),2.151 (VLT: absorption)|2.15 (NOT: absorption)|2.15 (OHP/T193: absorption),2.151
251001B,251001B,75.33,2.162,23.823529411764707,accepted,swift_table,2.162 (GTC: absorption),11.0,14:17:20,1400467,"Fermi (GBM), GOTO, TRT (0.7m), LCOGT (1m), NOT (2.5m), SVOM (VT), GTC (10.4m), COLIBRÃ",,,,2.162 (GTC: absorption),
070810A,070810A,11.0,2.17,3.470031545741325,accepted,redshift_list,2.17,6.9,02:11:52,287364,"ROTSE-IIIb, Keck I",ba,N/A,"""Thoene C.C. et al. GCN Circ. 6741""",2.17 (Keck I: absorption),2.17
250108B,250108B,229.66,2.197,71.83609634031905,review_numeric,redshift_list,2.197?,17.0,10:23:06,1280056,Gemini-North,ba,N/A,Malesani et al. GCN Circ. 38877 (Gemini-North),2.197 (Gemini-North: absorption),2.197?
210222B,210222B,12.82,2.198,4.008755472170106,accepted,redshift_list,2.198,3.4,22:37:26,1034325,"BOOTES-1B (0.3m), LCO (1m), GOTO, Liverpool, NEXT (0.6m), FORS2/VLT, MASTER-Net, FRAM-ORM (25cm), VIRT (0.5m), Koshka (Zeiss-1000), REM (60cm), TAROT (18cm)",ba,N/A,Agui Fernandez et al. GCN Circ. 29552 (FORS2/VLT),2.198 (FORS2/VLT: absorption),2.198
050922C,050922C,4.5,2.1995,1.4064697609001406,accepted,redshift_list,2.1995,16.2,19:55:50,156467,"ROTSE-III, NOT, Terskol (60 cm), Wise (1m), HETE, Cordell-Lorenz Observatory, MonteBoo, N. Copernicus (40 cm), Konus-Wind, TNG, VLT",ba,N/A,"""Jakobsson P. et al. GCN Circ. 4029; Piranomonte S. et al. GCN Circ. 4032; D'Elia V. et al. GCN Circ. 4044; Jakobsson P. et al. A&A 460 L13 (2006); Piranomonte S. et al. NCimB 121 1561 (2006); Fox A.J. et al. A&A 491 189 (2008); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.198 (NOT: absorption)|2.198 (TNG: absorption)|2.199 (VLT: absorption),2.1995
121128A,121128A,23.3,2.2,7.28125,accepted,redshift_list,2.20,69.0,05:05:37,539866,"Faulkes North (2m), Gemini North, Konus-Wind, Fermi (GBM), RAPTOR, Sayan (AZT-33IK), MITSuME (50cm), ARIES Nainital (1.04m), Abastumani Observatory (0.7m)",ba,N/A,"""Tanvir N.R. et al. GCN Circ. 14009""",2.20 (Gemini North: absorption),2.20
080804,080804,34.0,2.2045,10.610079575596817,accepted,redshift_list,2.2045,36.0,23:20:14,319016,"ROTSE-IIIc, VLT, Faulkes South, Gemini-South, ESO/MPI (2.2m)",ba,N/A,"""*Thoene C.C. et al. GCN Circ. 8058; Cucchiara A. et al. GCN Circ. 8065""",2.2045 (VLT: absorption)|2.20 (Gemini-South: absorption),2.2045
110205A,110205A,257.0,2.22,79.81366459627328,accepted,redshift_list,2.22,170.0,02:02:41,444643,"TAROT (25cm), ROTSE-IIIb, Liverpool, Lick (3m), PAIRITEL (1.3m), GRAS 005, FLWO (1.5m), NOT (2.5m), Zeiss-600, Mt. Lemmon (1.0m), Newcastle Observatory (0.4m), Obs. Chante-Perdix (0.5m), Mt. Lulin (1.0m), MITSuME (50cm), Murikabushi (1m), Lightbuckets (0.61m), Konus-Wind, Himalayan Chandra Telescope (2m), Sayan (AZT-33IK), Suzaku, Calar Alto (2.2m), Konkoly Observatory (60/90cm), EVLA @ 22 GHz",ba,N/A,"""Cenko S.B. et al. GCN Circ. 11638; Vreeswijk P. et al. GCN Circ. 11640; *Cucchiara A. et al. ApJ 743 154 (2011)""","1.98 (Lick: absorption, possible)|2.22 (FLWO: absorption, host)| 2.22 (NOT: absorption)",2.22
180325A,180325A,94.1,2.25,28.95384615384615,accepted,redshift_list,2.25,65.0,01:53:02,817564,"Liverpool (2m), NOT (2.5m), REM (60cm), HJT (1.5m), SLKT (0.8m), D50 (0.5m), TAROT (25cm), MASTER-OAFA, MASTER-IAC, MPG (2.2m), Konus-Wind, VLT, AstroSat CZTI",ba,N/A,Heintz et al. GCN Circ. 22535 (NOT); D'Avanzo etal. GCN Circ. 22555 (VLT/X-shooter),2.25 (NOT: absorption)| 2.248 (VLT: absorption),2.25
081221,081221,34.0,2.26,10.429447852760736,accepted,redshift_list,2.26,181.0,16:21:11,337889,"Gemini-North, Fermi (GBM), ESO/MPI (2.2m), VLA @ 8.46 GHz",he,N/A,"""Salvaterra R. et al. ApJ 749 68 (2012)""",2.26 (Salvaterra),2.26
130505A,130505A,88.0,2.27,26.91131498470948,accepted,redshift_list,2.27,210.0,08:22:28,555163,"MAXI, Gemini-North, MITSuME (50cm), Weihai (1m), TNT (80cm), iTelescope (T12), Konus-Wind, Kharkiv National University (0.7m), Tautenburg (1.43m), HJT (1.5m), Suzaku, MITSuME (50cm)",ba,N/A,"""Tanvir N.R. et al. GCN Circ. 14567""",2.27 (Gemini-North: absorption),2.27
211207A,211207A,3.73,2.272,1.1399755501222495,accepted,redshift_list,2.272,1.9,20:52:56,1088376,"VLT, Fermi (GBM)",ba,N/A,Schneider et al. GCN Circ. 31188 (VLT/X-shooter),2.272 (VLT: absorption),2.272
140629A,140629A,42.0,2.275,12.82442748091603,accepted,redshift_list,2.275,24.0,14:17:30,602884,"MASTER II, TNT (0.8m), RTT150 (1.5m), Virtual Telescope (14""), Kiso Observatory, NOT, T100 (1.0m), Kanata (1.5m), Murikabushi (1m), BTA (6m), Palomar (60""), VATT, TNG (3.6m), Konus-Wind, Nayuta (2m), Zeiss-1000 (1m), MITSuME (50cm), ARIES Nainital (1.04m)",ba,N/A,"""*Moskvitin A. et al. GCN Circ. 16489; D'Avanzo P. et al. GCN Circ. 16493""",2.275 (BTA: absorption)|2.29 (TNG: absorption),2.275
121024A,121024A,69.0,2.298,20.921770770163736,accepted,redshift_list,2.298,11.0,02:56:12,536580,"TAROT (25cm), BOOTES-1B (0.3m), PROMPT, Dolomites Astronomical Observatory (16""), VLT, MPG/ESO (2.2m), PAIRITEL (1.3m), GMG (2.4m), CARMA @ ~85 GHz, EVLA @ 22 GHz, ARIES Nainital (1,04m)",ba,N/A,"""Tanvir N.R. et al. GCN Circ. 13890""",2.298 (VLT: absorption),2.298
231215A,231215A,20.75,2.305,6.278366111951589,accepted,redshift_list,2.305,100.0,09:47:25,1202522,"Mondy (AZT-33IK), MITSuME (50cm), AstroSat CZTI, Nanshan/HMT (0.5m), GROWTH-India (0.7m), AGILE, BOOTES-4/MET (0.6m), OHP/T193, CALET GBM, Fermi (GBM), OSIRIS+/GTC (10.4m), NOT, INAF Asiago, Konus-Wind, GRBAlpha, AMI-LA @ 15.5 GHz, GRID, VLA (@ 6 & 10 GHZ)",ba,N/A,Thoene et al. GCN Circ. 35373 (OSIRIS+/GTC),2.305 (OSIRIS+/GTC: absorption),2.305
070506,070506,4.3,2.309,1.2994862496222424,accepted,redshift_list,2.3090,2.1,05:35:58,278693,VLT,ba,N/A,"""Thoene C.C. et al. GCN Circ. 6379; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.31 (VLT: absorption),2.3090
060111A,060111A,13.2,2.32,3.9759036144578315,review_numeric,redshift_list,2.32(?),12.0,04:23:06,176818,RTT150 (marginal),"""Host Lyman-alpha""",N/A,"""Preliminary Keck GRB Host Project (http://www.astro.caltech.edu/grbhosts/)""",,2.32(?)
151021A,151021A,110.2,2.33,33.093093093093096,accepted,redshift_list,2.330,280.0,01:29:12,660671,"VLT, MASTER II, Konus-Wind, PROMPT (16"")",ba,N/A,'de Ugarte Postigo et al. GCN Circ. 18426 (VLT/X-shooter)',2.330 (VLT: absorption),2.330
070129,070129,460.6,2.3384,137.97028516654686,accepted,redshift_list,2.3384,29.8,23:35:10,258408,"VLT, MDM (2.4m)",he,N/A,"""Jakobsson P. et al. ApJ 752 62 (2012); *Kruehler T. et al. ApJ 758 46 (2012)""",2.3384 (TOUGH: emission),2.3384
110128A,110128A,30.7,2.339,9.194369571728062,accepted,redshift_list,2.339,7.2,01:44:33,443861,"NOT (2.5m), VLT, WHT, TAROT, TNG (3.6m), Fermi (GBM)",ba,N/A,"""Sparre M. et al. GCN Circ. 11607""",2.339 (VLT: absorption),2.339
051109A,051109A,37.2,2.346,11.117752540346682,accepted,redshift_list,2.346,22.0,01:12:21,163136,"ROTSE-IIIb, PAIRITEL, MDM (2.4m), Super-LOTIS (0.6m), New Mexico Skies Observatory (0.3m), PROMPT, HET (9.2m), BOOTES-1B, Lulin (1m), Konus-Wind, RAPTOR, KAIT (0.76m), VLA @ 8.5 GHz, Sampurnanand (1m), CrAO (0.38m), Gunma Astronomical Observatory (150cm)",ba,N/A,"""Quimby R. et al. GCN Circ. 4221""",2.346 (HET: absorption),2.346
070110,070110,88.4,2.3521,26.37152829569524,accepted,redshift_list,2.3521,16.2,07:22:42,255445,VLT,ba,N/A,"""Jaunsen A.O. et al. GCN Circ. 6010; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.352 (VLT: absorption),2.3521
120815A,120815A,9.7,2.3586,2.888108140296552,accepted,redshift_list,2.3586,4.9,02:13:58,531003,"MPG/ESO (2.2m), VLT/X-shooter",ba,N/A,"""Malesani D. et al. GCN Circ. 13649; *Kruehler T. et al. A&A 557 A18 (2013)""",2.358 (VLT/X-shooter: absorption),2.3586
220611A,220611A,57.0,2.3608,16.960247560104737,accepted,redshift_list,2.3608,6.7,18:01:51,1110090,"Gemini-South, VLT, Chandra",host galaxy Lyman-alpha,+0.0002 -0.0002,Schneider et al. GCN Circ. 32595 (VLT/X-shooter),2.3608 (VLT: emission from host),2.3608
060805A,060805A,5.3,2.3633,1.5758332590015758,review_numeric,redshift_list,2.3633(?),0.72,04:47:49,222683,,he,N/A,"""KrÃ¼hler et al. A&A 581 A125 (2015)""",,2.3633(?)
170531B,170531B,164.13,2.366,48.761140819964346,accepted,redshift_list,2.366,20.0,22:02:09,755354,"MASTER-Kislovodsk, CrAO (Zeiss-1000), GTC (10.4m), MPG (2.2m), ISON/Terskol (0.8m), WHT (4.2m)",ba,N/A,de Ugarte Postigo et al. GCN Circ. 21177; Wiersema et al. GCN Circ. 21209,2.366 (GTC: absorption)|Consistent with GTC results (WHT),2.366
080905B,080905B,128.0,2.3739,37.93829099854768,accepted,redshift_list,2.3739,18.0,16:55:45,323898,"VLT, Fermi (GBM), Watcher (40cm)",ba,N/A,"""Vreeswijk P.M. et al. GCN Circ. 8191; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.374 (VLT: absorption),2.3739
160227A,160227A,316.5,2.38,93.63905325443787,accepted,redshift_list,2.38,31.0,19:32:08,676423,"MASTER II, Mt. Terskol (Zeiss-600), ISON-Kislovodsk (0.5m), MAXI (GSC), NOT (2.5m), McDonald (0.8m), Mt. Lemmon (1.0m)",ba,N/A,'Xu et al. GCN Circ. 19109 (NOT)',2.38 (NOT: absorption),2.38
120211A,120211A,61.7,2.4,18.147058823529413,accepted,redshift_list,2.4,8.1,11:58:28,514586,,"""Host Lyman-alpha break""",+0.1 -0.1,"""KrÃ¼hler et al. A&A 581 A125 (2015)""",,2.4
140509A,140509A,23.2,2.4,6.823529411764706,review_numeric,redshift_list,2.4(?),12.0,02:22:13,598497,MPG (2.2m),bp,N/A,"""Marshall et al. GCN Circ. 16241 (UVOT)""",,2.4(?)
171222A,171222A,174.8,2.409,51.27603402757408,accepted,redshift_list,2.409,19.0,16:24:59,799669,"NOT, GTC (10.4m), MASTER-Net, Nanshan (1m), Fermi (GBM)",afterglow Lyman-alpha,N/A,de Ugarte Postigo et al. GCN Circ. 22272,2.409 (GTC: absorption),2.409
230818A,230818A,9.82,2.42,2.8713450292397664,accepted,redshift_list,2.42,19.0,23:27:34,1186032,"MASTER-Tavrida, Fermi (GBM), GOTO, SAO RAS Zeiss-1000, NOT, KGO RC-25, Bassano Bresciano Observatory (250mm), Tautenburg (1.34m), AstroSat CZTI, SAO RAS (6m), Nickel (1m), KAIT (0.76m), Konus-Wind, GRID-03B",ba,N/A,Malesani et al. GCN Circ. 34485 (NOT),2.42 (NOT: absorption)|2.42 (SAO RAS: absorption),2.42
080310,080310,365.0,2.42743,106.49378688988541,accepted,redshift_list,2.42743,23.0,08:37:58,305288,"KAIT, Magellan/Clay (6.5m), CTIO (1.3m), REM (60cm), Super-LOTIS (0.6m), Lick, LBT, VLT-Kueyen, VLT-Antu, Lulin, Keck, RAPTOR, PAIRITEL, MITSuME (50cm), ROTSE-III, Mt. Lemmon (1m), Lulin (1m), GAO 150cm, MDM (2.4m)",ba,N/A,"""Prochaska J.X. et al. GCN Circ. 7388; Berger E. & Rauch M. GCN Circ. 7389; Vreeswijk P.M. et al. GCN Circ. 7391; Prochaska J.X. et al. GCN Circ. 7397; Fox A.J. et al. A&A 491 189 (2008); Fynbo J.P.U. et al. ApJS 185 526 (2009); *De Cia A. et al. A&A 545 A64 (2012)""",2.4266 (Lick: absorption)|2.42 (Magellan: absorption)|2.43 (VLT-Kueyen: absorption)|2.4266 (Keck: absorption),2.42743
051001,051001,189.1,2.4296,55.13762537905295,accepted,redshift_list,2.4296,17.4,11:11:36,157870,,he,N/A,"""Jakobsson P. et al. ApJ 752 62 (2012); *Kruehler T. et al. ApJ 758 46 (2012)""",2.4296 (TOUGH: emission),2.4296
080413A,080413A,46.0,2.433,13.3993591610836,accepted,redshift_list,2.4330,35.0,02:54:19,309096,"ROTSE-IIIc, TAROT (25cm), REM (60cm), VLT, BOOTES-1 (0.3m), CTIO (1.3m), Gemini-South, Mt. John Observatory (1.8m), Suzaku",ba,N/A,"""Thoene C.C. et al. GCN Circ. 7602; Cucchiara A. et al. GCN Circ. 7616; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.433 (VLT: absorption)|2.43 (Gemini-South: absorption),2.4330
050714B,050714B,46.7,2.438,13.58347876672484,accepted,redshift_list,2.438,5.95,22:40:32,145994,,he,N/A,"""KrÃ¼hler et al. A&A 581 A125 (2015); *Schulze et al. ApJ 808 73 (2015)""",,2.438
071021,071021,225.0,2.452,65.17960602549248,accepted,redshift_list,2.4520,13.0,09:41:33,294974,"TNG (3.5m), NOT (2.5m), OSN(1.5m), VLT (8.5m), Subaru, CFHT",he,N/A,"""Kruehler T. et al. ApJ 758 46 (2012)""",2.4520 (TOUGH: emission),2.4520
090812,090812,66.7,2.452,19.32213209733488,accepted,redshift_list,2.452,58.0,06:02:08,359711,"Palomar (60""), Liverpool (2m), VLT, ESO/MPI (2.2m), RAPTOR, Faulkes South, Suzaku, Konus-Wind, PROMPT (16"")",ba,N/A,"""de Ugarte Postigo A. et al. GCN Circ. 9771""",2.452 (VLT: absorption),2.452
070802,070802,16.4,2.4541,4.747980660664138,accepted,redshift_list,2.4541,2.8,07:07:25,286809,"La Silla Observatory (2.2m), LCO, VLT",ba,N/A,"""Prochaska J.X. et al. GCN Circ. 6698; Eliasdottir A. et al. ApJ 697 1725 (2009); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",2.45 (VLT),2.4541
100424A,100424A,104.0,2.465,30.014430014430015,accepted,redshift_list,2.465,15.0,16:32:42,420367,Gemini North (8m),he,N/A,"""Malesani D. et al. GCN Circ. 14291""","2.465 (VLT: emission, host)",2.465
190719C,190719C,185.7,2.469,53.53127702507927,accepted,redshift_list,2.469,51.0,14:58:34,915381,"Fermi (GBM), NOT",he,N/A,Rossi et al. GCN Circ. 25252 (CLT/X-shooter),"2.469 (VLT: emission, host)",2.469
080515,080515,21.0,2.47,6.051873198847262,review_numeric,redshift_list,2.47(?),20.0,06:01:13,311658,Kitt Peak (4m),"""Host Ly-apha break""",N/A,"""Preliminary Keck GRB Host Project (http://www.astro.caltech.edu/grbhosts/)""",,2.47(?)
060923A,060923A,51.7,2.47,14.899135446685879,accepted,redshift_list,2.47,8.69,05:12:15,230662,"UKIRT, Keck-I, Gemini-North",hp,+0.33 -0.52,"""Perley D.A. et al. ApJ 778 128 (2013); *Schulze et al. ApJ 808 73 (2015)""",,2.47
210517A,210517A,3.06,2.486,0.8777969018932874,accepted,redshift_list,2.486,1.5,05:28:01,1048783,"AGILE, VLT",ba,N/A,Tanvir et al. GCN Circ. 30037 (VLT/X-shooter),2.486 (VLT: emission & absorption),2.486
180115A,180115A,40.9,2.487,11.729280183538858,accepted,redshift_list,2.487,7.6,04:16:03,805318,"NOT (2.5m), GTC (1.4m), Palomar (60"")",afterglow Lyman-alpha,N/A,de Ugarte Postigo et al. GCN Circ. 22346,2.487 (GTC),2.487
250101A,250101A,34.19,2.49,9.796561604584525,accepted,redshift_list,2.49,6.3,13:22:50,1278305,"GMG (2.4m), GIT (0.7m), Nanshan/HMT (0.5m), MASTER, SVOM/C-GFT, Xinglong (2.16m), SAO RAS (1m), AKO (0.36m), BOOTES-4/MET, OASDG (0.5m), LCOGT (40cm), Montarrenti Observatory (0.53m), Mephisto (1.6m), NUTTelA-TAO/BSTI, LCOGT (1m), Liverpool (2m), DFOT (1.3m), NUTTelA-TAO, REM (60cm), Terskol K-800 (0.8m), CMO RC-500 (0.5m), Terskol Zeiss-2000 (2m), Calapai Observatory (11"")",ba,N/A,Zhu et al. GCN Circ. 38759 (Xinglong); Li et al. GCN Circ. 38776 (GMG),2.49 (Xinglong: absorption)|2.481 (GMG: absorption),2.49
